Date,Store ID,Product ID,Units Sold,Price,Discount,Promotion,Demand,Year,Month,Week,TimeKey
2023-05-03,S002,P0020,43,102.39,10,1,40,2023,5,18,2023-W18
2023-05-04,S001,P0001,27,62.14,0,0,42,2023,5,18,2023-W18
2023-05-04,S001,P0002,128,70.65,15,1,158,2023,5,18,2023-W18
2023-05-04,S001,P0003,108,51.17,10,0,105,2023,5,18,2023-W18
2023-05-04,S001,P0004,67,92.85,5,0,66,2023,5,18,2023-W18
2023-05-04,S001,P0005,69,47.26,15,1,79,2023,5,18,2023-W18
2023-05-04,S001,P0006,32,33.41,0,0,27,2023,5,18,2023-W18
2023-05-04,S001,P0007,166,22.86,25,1,148,2023,5,18,2023-W18
2023-05-04,S001,P0008,69,41.29,10,1,86,2023,5,18,2023-W18
2023-05-04,S001,P0009,122,76.77,25,1,139,2023,5,18,2023-W18
2023-05-04,S001,P0010,26,94.79,10,0,25,2023,5,18,2023-W18
2023-05-04,S001,P0011,72,148.07,10,1,64,2023,5,18,2023-W18
2023-05-04,S001,P0012,62,77.98,5,0,95,2023,5,18,2023-W18
2023-05-04,S001,P0013,33,25.58,10,1,39,2023,5,18,2023-W18
2023-05-04,S001,P0014,61,69.18,0,0,68,2023,5,18,2023-W18
2023-05-04,S001,P0015,19,12.38,5,0,26,2023,5,18,2023-W18
2023-05-04,S001,P0016,95,35.03,25,1,141,2023,5,18,2023-W18
2023-05-04,S001,P0017,43,16.64,10,0,39,2023,5,18,2023-W18
2023-05-04,S001,P0018,96,59.93,10,0,110,2023,5,18,2023-W18
2023-05-04,S001,P0019,37,84.68,20,1,57,2023,5,18,2023-W18
2023-05-04,S001,P0020,64,104.98,5,0,54,2023,5,18,2023-W18
2023-05-04,S002,P0001,42,79.91,10,0,127,2023,5,18,2023-W18
2023-05-04,S002,P0002,45,25.2,10,1,49,2023,5,18,2023-W18
2023-05-04,S002,P0003,29,63.98,5,0,47,2023,5,18,2023-W18
2023-05-04,S002,P0004,48,33.06,10,0,46,2023,5,18,2023-W18
2023-05-04,S002,P0005,47,68.72,15,1,57,2023,5,18,2023-W18
2023-05-04,S002,P0006,58,57.04,10,0,85,2023,5,18,2023-W18
2023-05-04,S002,P0007,79,20.47,25,1,68,2023,5,18,2023-W18
2023-05-04,S002,P0008,82,25.37,20,1,149,2023,5,18,2023-W18
2023-05-04,S002,P0009,102,52.6,15,1,96,2023,5,18,2023-W18
2023-05-04,S002,P0010,66,85.57,0,0,72,2023,5,18,2023-W18
2023-05-04,S002,P0011,139,110.15,10,1,165,2023,5,18,2023-W18
2023-05-04,S002,P0012,75,60.77,5,0,74,2023,5,18,2023-W18
2023-05-04,S002,P0013,44,14.17,20,1,37,2023,5,18,2023-W18
2023-05-04,S002,P0014,0,112.08,0,0,51,2023,5,18,2023-W18
2023-05-04,S002,P0015,123,75.94,0,0,127,2023,5,18,2023-W18
2023-05-04,S002,P0016,101,86.61,15,1,140,2023,5,18,2023-W18
2023-05-04,S002,P0017,52,16.85,5,0,49,2023,5,18,2023-W18
2023-05-04,S002,P0018,47,22.65,10,0,67,2023,5,18,2023-W18
2023-05-04,S002,P0019,112,80.54,15,1,120,2023,5,18,2023-W18
2023-05-04,S002,P0020,32,102.12,10,0,27,2023,5,18,2023-W18
2023-05-05,S001,P0001,101,75.12,0,0,93,2023,5,18,2023-W18
2023-05-05,S001,P0002,237,78.22,25,1,250,2023,5,18,2023-W18
2023-05-05,S001,P0003,166,49.96,25,1,158,2023,5,18,2023-W18
2023-05-05,S001,P0004,31,87.58,10,0,52,2023,5,18,2023-W18
2023-05-05,S001,P0005,62,56.44,10,0,100,2023,5,18,2023-W18
2023-05-05,S001,P0006,45,28.2,25,1,56,2023,5,18,2023-W18
2023-05-05,S001,P0007,43,19.75,10,0,63,2023,5,18,2023-W18
2023-05-05,S001,P0008,60,37.07,10,0,57,2023,5,18,2023-W18
2023-05-05,S001,P0009,117,104.77,10,1,167,2023,5,18,2023-W18
2023-05-05,S001,P0010,11,98.57,0,0,10,2023,5,18,2023-W18
2023-05-05,S001,P0011,38,145.18,0,0,33,2023,5,18,2023-W18
2023-05-05,S001,P0012,61,73.76,10,1,95,2023,5,18,2023-W18
2023-05-05,S001,P0013,60,28.42,10,0,66,2023,5,18,2023-W18
2023-05-05,S001,P0014,62,63.91,10,0,76,2023,5,18,2023-W18
2023-05-05,S001,P0015,58,14.71,5,0,70,2023,5,18,2023-W18
2023-05-05,S001,P0016,75,38.38,5,0,95,2023,5,18,2023-W18
2023-05-05,S001,P0017,24,17.45,5,0,25,2023,5,18,2023-W18
2023-05-05,S001,P0018,73,48.79,10,0,65,2023,5,18,2023-W18
2023-05-05,S001,P0019,26,77.94,20,1,36,2023,5,18,2023-W18
2023-05-05,S001,P0020,51,107.64,5,0,48,2023,5,18,2023-W18
2023-05-05,S002,P0001,113,80.44,5,0,96,2023,5,18,2023-W18
2023-05-05,S002,P0002,28,24.48,10,1,29,2023,5,18,2023-W18
2023-05-05,S002,P0003,76,69.27,20,1,103,2023,5,18,2023-W18
2023-05-05,S002,P0004,109,39.38,5,0,93,2023,5,18,2023-W18
2023-05-05,S002,P0005,40,75.0,5,0,51,2023,5,18,2023-W18
2023-05-05,S002,P0006,138,85.97,10,1,232,2023,5,18,2023-W18
2023-05-05,S002,P0007,22,20.52,10,0,23,2023,5,18,2023-W18
2023-05-05,S002,P0008,54,22.51,0,0,46,2023,5,18,2023-W18
2023-05-05,S002,P0009,113,66.19,10,1,134,2023,5,18,2023-W18
2023-05-05,S002,P0010,35,72.61,5,0,56,2023,5,18,2023-W18
2023-05-05,S002,P0011,74,81.56,10,0,83,2023,5,18,2023-W18
2023-05-05,S002,P0012,40,55.47,10,1,64,2023,5,18,2023-W18
2023-05-05,S002,P0013,68,20.74,0,0,78,2023,5,18,2023-W18
2023-05-05,S002,P0014,28,100.93,5,0,38,2023,5,18,2023-W18
2023-05-05,S002,P0015,46,55.57,0,0,38,2023,5,18,2023-W18
2023-05-05,S002,P0016,32,68.65,5,0,28,2023,5,18,2023-W18
2023-05-05,S002,P0017,7,13.97,10,0,6,2023,5,18,2023-W18
2023-05-05,S002,P0018,74,30.97,0,0,112,2023,5,18,2023-W18
2023-05-05,S002,P0019,60,73.41,10,1,75,2023,5,18,2023-W18
2023-05-05,S002,P0020,21,105.42,0,0,22,2023,5,18,2023-W18
2023-05-06,S001,P0001,121,62.06,25,1,141,2023,5,18,2023-W18
2023-05-06,S001,P0002,135,66.75,15,1,156,2023,5,18,2023-W18
2023-05-06,S001,P0003,79,48.77,20,1,128,2023,5,18,2023-W18
2023-05-06,S001,P0004,82,109.78,0,0,100,2023,5,18,2023-W18
2023-05-06,S001,P0005,127,58.24,20,1,148,2023,5,18,2023-W18
2023-05-06,S001,P0006,34,31.75,10,0,40,2023,5,18,2023-W18
2023-05-06,S001,P0007,86,23.81,10,0,102,2023,5,18,2023-W18
2023-05-06,S001,P0008,42,34.9,10,0,41,2023,5,18,2023-W18
2023-05-06,S001,P0009,84,96.34,0,0,103,2023,5,18,2023-W18
2023-05-06,S001,P0010,23,96.56,10,1,29,2023,5,18,2023-W18
2023-05-06,S001,P0011,65,145.78,5,0,59,2023,5,18,2023-W18
2023-05-06,S001,P0012,32,61.15,5,0,31,2023,5,18,2023-W18
2023-05-06,S001,P0013,37,28.67,5,0,54,2023,5,18,2023-W18
2023-05-06,S001,P0014,56,65.19,0,0,66,2023,5,18,2023-W18
2023-05-06,S001,P0015,17,12.28,0,0,24,2023,5,18,2023-W18
2023-05-06,S001,P0016,87,35.33,5,0,85,2023,5,18,2023-W18
2023-05-06,S001,P0017,67,15.91,20,1,57,2023,5,18,2023-W18
2023-05-06,S001,P0018,80,58.16,0,0,71,2023,5,18,2023-W18
2023-05-06,S001,P0019,40,103.23,0,0,38,2023,5,18,2023-W18
2023-05-06,S001,P0020,46,97.44,10,0,49,2023,5,18,2023-W18
2023-05-06,S002,P0001,178,102.38,10,1,220,2023,5,18,2023-W18
2023-05-06,S002,P0002,34,27.15,10,1,55,2023,5,18,2023-W18
2023-05-06,S002,P0003,95,82.98,10,1,140,2023,5,18,2023-W18
2023-05-06,S002,P0004,69,35.84,10,0,81,2023,5,18,2023-W18
2023-05-06,S002,P0005,99,81.66,15,1,91,2023,5,18,2023-W18
2023-05-06,S002,P0006,44,61.7,0,0,63,2023,5,18,2023-W18
2023-05-06,S002,P0007,28,23.56,0,0,43,2023,5,18,2023-W18
2023-05-06,S002,P0008,104,26.27,0,0,88,2023,5,18,2023-W18
2023-05-06,S002,P0009,40,44.26,10,0,34,2023,5,18,2023-W18
2023-05-06,S002,P0010,84,82.2,10,1,107,2023,5,18,2023-W18
2023-05-06,S002,P0011,0,85.59,5,0,67,2023,5,18,2023-W18
2023-05-06,S002,P0012,39,58.24,5,0,49,2023,5,18,2023-W18
2023-05-06,S002,P0013,67,18.45,5,0,60,2023,5,18,2023-W18
2023-05-06,S002,P0014,41,109.24,0,0,45,2023,5,18,2023-W18
2023-05-06,S002,P0015,61,60.42,10,0,74,2023,5,18,2023-W18
2023-05-06,S002,P0016,109,90.51,0,0,102,2023,5,18,2023-W18
2023-05-06,S002,P0017,86,15.79,25,1,81,2023,5,18,2023-W18
2023-05-06,S002,P0018,69,28.31,0,0,100,2023,5,18,2023-W18
2023-05-06,S002,P0019,143,97.58,5,0,130,2023,5,18,2023-W18
2023-05-06,S002,P0020,29,105.67,5,0,35,2023,5,18,2023-W18
2023-05-07,S001,P0001,68,66.33,10,1,88,2023,5,18,2023-W18
2023-05-07,S001,P0002,112,75.19,0,0,123,2023,5,18,2023-W18
2023-05-07,S001,P0003,131,53.79,20,1,162,2023,5,18,2023-W18
2023-05-07,S001,P0004,48,92.98,0,0,40,2023,5,18,2023-W18
2023-05-07,S001,P0005,105,58.13,10,1,125,2023,5,18,2023-W18
2023-05-07,S001,P0006,45,33.07,5,0,49,2023,5,18,2023-W18
2023-05-07,S001,P0007,59,22.99,0,0,75,2023,5,18,2023-W18
2023-05-07,S001,P0008,36,38.97,5,0,55,2023,5,18,2023-W18
2023-05-07,S001,P0009,121,82.58,20,1,125,2023,5,18,2023-W18
2023-05-07,S001,P0010,59,105.83,20,1,83,2023,5,18,2023-W18
2023-05-07,S001,P0011,33,102.45,25,1,30,2023,5,18,2023-W18
2023-05-07,S001,P0012,61,71.76,0,0,58,2023,5,18,2023-W18
2023-05-07,S001,P0013,45,24.48,20,1,57,2023,5,18,2023-W18
2023-05-07,S001,P0014,86,59.86,15,1,88,2023,5,18,2023-W18
2023-05-07,S001,P0015,24,11.11,10,1,25,2023,5,18,2023-W18
2023-05-07,S001,P0016,127,35.92,10,0,107,2023,5,18,2023-W18
2023-05-07,S001,P0017,47,20.75,0,0,55,2023,5,18,2023-W18
2023-05-07,S001,P0018,134,64.76,15,1,156,2023,5,18,2023-W18
2023-05-07,S001,P0019,14,95.17,0,0,19,2023,5,18,2023-W18
2023-05-07,S001,P0020,25,88.08,20,1,40,2023,5,18,2023-W18
2023-05-07,S002,P0001,103,67.06,20,1,108,2023,5,18,2023-W18
2023-05-07,S002,P0002,50,24.57,10,0,42,2023,5,18,2023-W18
2023-05-07,S002,P0003,46,69.26,10,1,68,2023,5,18,2023-W18
2023-05-07,S002,P0004,54,37.15,10,0,77,2023,5,18,2023-W18
2023-05-07,S002,P0005,69,68.35,25,1,76,2023,5,18,2023-W18
2023-05-07,S002,P0006,61,65.22,5,0,93,2023,5,18,2023-W18
2023-05-07,S002,P0007,10,18.63,10,0,13,2023,5,18,2023-W18
2023-05-07,S002,P0008,85,23.52,5,0,71,2023,5,18,2023-W18
2023-05-07,S002,P0009,63,47.61,25,1,103,2023,5,18,2023-W18
2023-05-07,S002,P0010,82,69.0,20,1,89,2023,5,18,2023-W18
2023-05-07,S002,P0011,69,68.63,25,1,71,2023,5,18,2023-W18
2023-05-07,S002,P0012,33,52.68,10,0,38,2023,5,18,2023-W18
2023-05-07,S002,P0013,89,18.49,15,1,92,2023,5,18,2023-W18
2023-05-07,S002,P0014,54,96.64,20,1,71,2023,5,18,2023-W18
2023-05-07,S002,P0015,70,61.2,10,1,93,2023,5,18,2023-W18
2023-05-07,S002,P0016,88,89.76,0,0,84,2023,5,18,2023-W18
2023-05-07,S002,P0017,52,16.47,5,0,43,2023,5,18,2023-W18
2023-05-07,S002,P0018,84,22.84,20,1,103,2023,5,18,2023-W18
2023-05-07,S002,P0019,45,68.92,10,0,58,2023,5,18,2023-W18
2023-05-07,S002,P0020,16,95.83,15,1,26,2023,5,18,2023-W18
2023-05-08,S001,P0001,38,67.1,0,0,62,2023,5,19,2023-W19
2023-05-08,S001,P0002,120,99.64,0,0,253,2023,5,19,2023-W19
2023-05-08,S001,P0003,23,57.03,5,0,106,2023,5,19,2023-W19
2023-05-08,S001,P0004,36,79.08,15,1,53,2023,5,19,2023-W19
2023-05-08,S001,P0005,120,48.79,20,1,107,2023,5,19,2023-W19
2023-05-08,S001,P0006,12,30.43,0,0,17,2023,5,19,2023-W19
2023-05-08,S001,P0007,105,24.65,10,1,112,2023,5,19,2023-W19
2023-05-08,S001,P0008,48,32.78,15,1,53,2023,5,19,2023-W19
2023-05-08,S001,P0009,95,75.7,20,1,113,2023,5,19,2023-W19
2023-05-08,S001,P0010,17,100.07,10,0,25,2023,5,19,2023-W19
2023-05-08,S001,P0011,36,113.56,25,1,56,2023,5,19,2023-W19
2023-05-08,S001,P0012,10,60.44,0,0,16,2023,5,19,2023-W19
2023-05-08,S001,P0013,12,20.59,15,1,14,2023,5,19,2023-W19
2023-05-08,S001,P0014,73,57.81,10,1,62,2023,5,19,2023-W19
2023-05-08,S001,P0015,58,13.6,0,0,49,2023,5,19,2023-W19
2023-05-08,S001,P0016,108,41.69,10,0,139,2023,5,19,2023-W19
2023-05-08,S001,P0017,41,18.46,5,0,38,2023,5,19,2023-W19
2023-05-08,S001,P0018,57,57.87,0,0,84,2023,5,19,2023-W19
2023-05-08,S001,P0019,31,74.71,20,1,26,2023,5,19,2023-W19
2023-05-08,S001,P0020,45,101.18,5,0,45,2023,5,19,2023-W19
2023-05-08,S002,P0001,114,80.39,5,0,96,2023,5,19,2023-W19
2023-05-08,S002,P0002,29,24.89,10,0,33,2023,5,19,2023-W19
2023-05-08,S002,P0003,46,66.15,10,0,70,2023,5,19,2023-W19
2023-05-08,S002,P0004,40,30.04,15,1,36,2023,5,19,2023-W19
2023-05-08,S002,P0005,57,78.94,10,1,79,2023,5,19,2023-W19
2023-05-08,S002,P0006,70,61.21,5,0,90,2023,5,19,2023-W19
2023-05-08,S002,P0007,58,19.03,25,1,49,2023,5,19,2023-W19
2023-05-08,S002,P0008,45,18.64,15,1,40,2023,5,19,2023-W19
2023-05-08,S002,P0009,78,45.14,20,1,69,2023,5,19,2023-W19
2023-05-08,S002,P0010,42,64.5,10,0,40,2023,5,19,2023-W19
2023-05-08,S002,P0011,25,60.47,25,1,39,2023,5,19,2023-W19
2023-05-08,S002,P0012,60,63.23,5,0,71,2023,5,19,2023-W19
2023-05-08,S002,P0013,100,19.72,20,1,115,2023,5,19,2023-W19
2023-05-08,S002,P0014,28,92.68,15,1,44,2023,5,19,2023-W19
2023-05-08,S002,P0015,100,73.39,5,0,116,2023,5,19,2023-W19
2023-05-08,S002,P0016,76,86.96,0,0,75,2023,5,19,2023-W19
2023-05-08,S002,P0017,33,17.27,5,0,42,2023,5,19,2023-W19
2023-05-08,S002,P0018,112,27.7,0,0,94,2023,5,19,2023-W19
2023-05-08,S002,P0019,98,67.7,25,1,105,2023,5,19,2023-W19
2023-05-08,S002,P0020,16,112.14,0,0,25,2023,5,19,2023-W19
2023-05-09,S001,P0001,49,62.68,0,0,44,2023,5,19,2023-W19
2023-05-09,S001,P0002,131,78.29,0,0,155,2023,5,19,2023-W19
2023-05-09,S001,P0003,52,47.26,10,0,81,2023,5,19,2023-W19
2023-05-09,S001,P0004,56,83.22,25,1,88,2023,5,19,2023-W19
2023-05-09,S001,P0005,33,49.82,0,0,37,2023,5,19,2023-W19
2023-05-09,S001,P0006,21,27.68,10,0,20,2023,5,19,2023-W19
2023-05-09,S001,P0007,82,21.94,10,0,77,2023,5,19,2023-W19
2023-05-09,S001,P0008,35,37.6,5,0,46,2023,5,19,2023-W19
2023-05-09,S001,P0009,124,79.03,25,1,132,2023,5,19,2023-W19
2023-05-09,S001,P0010,9,94.37,10,0,12,2023,5,19,2023-W19
2023-05-09,S001,P0011,4,110.14,10,1,6,2023,5,19,2023-W19
2023-05-09,S001,P0012,79,71.34,5,0,70,2023,5,19,2023-W19
2023-05-09,S001,P0013,56,22.53,20,1,49,2023,5,19,2023-W19
2023-05-09,S001,P0014,59,65.55,10,0,83,2023,5,19,2023-W19
2023-05-09,S001,P0015,44,12.3,5,0,37,2023,5,19,2023-W19
2023-05-09,S001,P0016,73,37.14,10,1,101,2023,5,19,2023-W19
2023-05-09,S001,P0017,17,17.82,0,0,18,2023,5,19,2023-W19
2023-05-09,S001,P0018,38,48.1,10,0,62,2023,5,19,2023-W19
2023-05-09,S001,P0019,59,102.32,5,0,62,2023,5,19,2023-W19
2023-05-09,S001,P0020,25,96.79,10,0,35,2023,5,19,2023-W19
2023-05-09,S002,P0001,63,77.06,5,0,83,2023,5,19,2023-W19
2023-05-09,S002,P0002,83,29.31,10,0,75,2023,5,19,2023-W19
2023-05-09,S002,P0003,48,74.74,0,0,61,2023,5,19,2023-W19
2023-05-09,S002,P0004,113,42.96,10,1,138,2023,5,19,2023-W19
2023-05-09,S002,P0005,32,75.58,0,0,40,2023,5,19,2023-W19
2023-05-09,S002,P0006,82,70.28,0,0,100,2023,5,19,2023-W19
2023-05-09,S002,P0007,41,22.39,10,0,57,2023,5,19,2023-W19
2023-05-09,S002,P0008,27,21.02,5,0,42,2023,5,19,2023-W19
2023-05-09,S002,P0009,60,48.91,15,1,61,2023,5,19,2023-W19
2023-05-09,S002,P0010,56,80.54,5,0,70,2023,5,19,2023-W19
2023-05-09,S002,P0011,75,69.49,25,1,75,2023,5,19,2023-W19
2023-05-09,S002,P0012,40,58.37,5,0,50,2023,5,19,2023-W19
2023-05-09,S002,P0013,32,19.58,15,1,110,2023,5,19,2023-W19
2023-05-09,S002,P0014,64,103.69,10,0,58,2023,5,19,2023-W19
2023-05-09,S002,P0015,133,88.03,0,0,161,2023,5,19,2023-W19
2023-05-09,S002,P0016,117,96.61,15,1,161,2023,5,19,2023-W19
2023-05-09,S002,P0017,19,16.27,5,0,28,2023,5,19,2023-W19
2023-05-09,S002,P0018,43,32.89,5,0,150,2023,5,19,2023-W19
2023-05-09,S002,P0019,141,95.45,5,0,122,2023,5,19,2023-W19
2023-05-09,S002,P0020,30,114.99,5,0,43,2023,5,19,2023-W19
2023-05-10,S001,P0001,79,48.76,25,1,67,2023,5,19,2023-W19
2023-05-10,S001,P0002,107,87.68,0,0,178,2023,5,19,2023-W19
2023-05-10,S001,P0003,75,39.12,25,1,80,2023,5,19,2023-W19
2023-05-10,S001,P0004,90,107.18,0,0,92,2023,5,19,2023-W19
2023-05-10,S001,P0005,145,61.01,5,0,123,2023,5,19,2023-W19
2023-05-10,S001,P0006,40,29.96,20,1,55,2023,5,19,2023-W19
2023-05-10,S001,P0007,48,20.96,5,0,51,2023,5,19,2023-W19
2023-05-10,S001,P0008,50,35.18,5,0,43,2023,5,19,2023-W19
2023-05-10,S001,P0009,103,99.83,0,0,114,2023,5,19,2023-W19
2023-05-10,S001,P0010,32,93.94,20,1,38,2023,5,19,2023-W19
2023-05-10,S001,P0011,16,126.49,0,0,13,2023,5,19,2023-W19
2023-05-10,S001,P0012,79,81.58,10,0,110,2023,5,19,2023-W19
2023-05-10,S001,P0013,33,25.55,5,0,38,2023,5,19,2023-W19
2023-05-10,S001,P0014,89,68.47,5,0,95,2023,5,19,2023-W19
2023-05-10,S001,P0015,28,11.34,10,0,30,2023,5,19,2023-W19
2023-05-10,S001,P0016,68,34.2,0,0,62,2023,5,19,2023-W19
2023-05-10,S001,P0017,21,16.04,10,0,18,2023,5,19,2023-W19
2023-05-10,S001,P0018,97,59.49,10,1,108,2023,5,19,2023-W19
2023-05-10,S001,P0019,39,78.09,20,1,37,2023,5,19,2023-W19
2023-05-10,S001,P0020,40,79.17,25,1,43,2023,5,19,2023-W19
2023-05-10,S002,P0001,116,85.37,15,1,152,2023,5,19,2023-W19
2023-05-10,S002,P0002,20,24.0,10,0,25,2023,5,19,2023-W19
2023-05-10,S002,P0003,55,59.07,25,1,75,2023,5,19,2023-W19
2023-05-10,S002,P0004,40,30.18,10,0,36,2023,5,19,2023-W19
2023-05-10,S002,P0005,25,75.08,5,0,38,2023,5,19,2023-W19
2023-05-10,S002,P0006,41,40.61,25,1,43,2023,5,19,2023-W19
2023-05-10,S002,P0007,19,21.22,5,0,18,2023,5,19,2023-W19
2023-05-10,S002,P0008,67,24.78,0,0,86,2023,5,19,2023-W19
2023-05-10,S002,P0009,57,56.82,5,0,71,2023,5,19,2023-W19
2023-05-10,S002,P0010,59,71.63,15,1,68,2023,5,19,2023-W19
2023-05-10,S002,P0011,53,83.13,10,0,74,2023,5,19,2023-W19
2023-05-10,S002,P0012,39,54.62,5,0,46,2023,5,19,2023-W19
2023-05-10,S002,P0013,33,19.31,0,0,45,2023,5,19,2023-W19
2023-05-10,S002,P0014,45,97.57,5,0,42,2023,5,19,2023-W19
2023-05-10,S002,P0015,59,58.08,5,0,63,2023,5,19,2023-W19
2023-05-10,S002,P0016,8,92.51,0,0,93,2023,5,19,2023-W19
2023-05-10,S002,P0017,19,15.5,10,0,29,2023,5,19,2023-W19
2023-05-10,S002,P0018,98,26.17,25,1,153,2023,5,19,2023-W19
2023-05-10,S002,P0019,106,79.67,10,1,99,2023,5,19,2023-W19
2023-05-10,S002,P0020,15,97.63,10,1,17,2023,5,19,2023-W19
2023-05-11,S001,P0001,53,58.32,10,0,52,2023,5,19,2023-W19
2023-05-11,S001,P0002,103,77.02,10,1,169,2023,5,19,2023-W19
2023-05-11,S001,P0003,136,50.13,20,1,137,2023,5,19,2023-W19
2023-05-11,S001,P0004,38,86.14,15,1,62,2023,5,19,2023-W19
2023-05-11,S001,P0005,94,58.32,15,1,146,2023,5,19,2023-W19
2023-05-11,S001,P0006,56,34.43,10,1,60,2023,5,19,2023-W19
2023-05-11,S001,P0007,53,18.26,25,1,77,2023,5,19,2023-W19
2023-05-11,S001,P0008,48,37.94,5,0,49,2023,5,19,2023-W19
2023-05-11,S001,P0009,30,70.17,0,0,31,2023,5,19,2023-W19
2023-05-11,S001,P0010,26,111.42,0,0,38,2023,5,19,2023-W19
2023-05-11,S001,P0011,12,116.36,10,1,18,2023,5,19,2023-W19
2023-05-11,S001,P0012,68,72.19,10,0,89,2023,5,19,2023-W19
2023-05-11,S001,P0013,73,23.63,20,1,62,2023,5,19,2023-W19
2023-05-11,S001,P0014,47,72.88,0,0,98,2023,5,19,2023-W19
2023-05-11,S001,P0015,54,13.08,10,1,66,2023,5,19,2023-W19
2023-05-11,S001,P0016,80,31.46,20,1,87,2023,5,19,2023-W19
2023-05-11,S001,P0017,38,14.23,25,1,33,2023,5,19,2023-W19
2023-05-11,S001,P0018,85,45.23,20,1,77,2023,5,19,2023-W19
2023-05-11,S001,P0019,35,97.26,5,0,36,2023,5,19,2023-W19
2023-05-11,S001,P0020,32,100.24,0,0,30,2023,5,19,2023-W19
2023-05-11,S002,P0001,125,76.8,10,0,114,2023,5,19,2023-W19
2023-05-11,S002,P0002,49,28.26,10,1,80,2023,5,19,2023-W19
2023-05-11,S002,P0003,72,61.89,20,1,84,2023,5,19,2023-W19
2023-05-11,S002,P0004,60,33.88,15,1,81,2023,5,19,2023-W19
2023-05-11,S002,P0005,58,72.28,10,1,55,2023,5,19,2023-W19
2023-05-11,S002,P0006,54,67.33,10,1,137,2023,5,19,2023-W19
2023-05-11,S002,P0007,31,17.67,25,1,43,2023,5,19,2023-W19
2023-05-11,S002,P0008,31,22.4,0,0,45,2023,5,19,2023-W19
2023-05-11,S002,P0009,59,56.02,10,0,82,2023,5,19,2023-W19
2023-05-11,S002,P0010,26,60.12,10,0,23,2023,5,19,2023-W19
2023-05-11,S002,P0011,84,83.31,10,1,75,2023,5,19,2023-W19
2023-05-11,S002,P0012,22,49.57,10,0,35,2023,5,19,2023-W19
2023-05-11,S002,P0013,72,17.56,25,1,115,2023,5,19,2023-W19
2023-05-11,S002,P0014,38,110.58,5,0,61,2023,5,19,2023-W19
2023-05-11,S002,P0015,193,78.85,20,1,205,2023,5,19,2023-W19
2023-05-11,S002,P0016,40,61.57,20,1,56,2023,5,19,2023-W19
2023-05-11,S002,P0017,36,15.12,10,1,36,2023,5,19,2023-W19
2023-05-11,S002,P0018,105,25.6,25,1,163,2023,5,19,2023-W19
2023-05-11,S002,P0019,69,79.21,5,0,67,2023,5,19,2023-W19
2023-05-11,S002,P0020,46,119.61,5,0,53,2023,5,19,2023-W19
2023-05-12,S001,P0001,35,46.98,20,1,41,2023,5,19,2023-W19
2023-05-12,S001,P0002,121,69.58,5,0,132,2023,5,19,2023-W19
2023-05-12,S001,P0003,62,54.75,5,0,94,2023,5,19,2023-W19
2023-05-12,S001,P0004,38,92.23,0,0,38,2023,5,19,2023-W19
2023-05-12,S001,P0005,58,50.78,5,0,55,2023,5,19,2023-W19
2023-05-12,S001,P0006,15,24.62,25,1,23,2023,5,19,2023-W19
2023-05-12,S001,P0007,108,21.7,20,1,126,2023,5,19,2023-W19
2023-05-12,S001,P0008,33,33.7,10,1,45,2023,5,19,2023-W19
2023-05-12,S001,P0009,41,74.95,5,0,47,2023,5,19,2023-W19
2023-05-12,S001,P0010,11,95.12,5,0,13,2023,5,19,2023-W19
2023-05-12,S001,P0011,46,150.03,0,0,41,2023,5,19,2023-W19
2023-05-12,S001,P0012,80,81.42,10,0,126,2023,5,19,2023-W19
2023-05-12,S001,P0013,13,21.56,10,0,11,2023,5,19,2023-W19
2023-05-12,S001,P0014,24,58.17,0,0,37,2023,5,19,2023-W19
2023-05-12,S001,P0015,21,11.33,15,1,31,2023,5,19,2023-W19
2023-05-12,S001,P0016,73,35.92,0,0,75,2023,5,19,2023-W19
2023-05-12,S001,P0017,40,16.86,10,0,42,2023,5,19,2023-W19
2023-05-12,S001,P0018,100,59.57,20,1,148,2023,5,19,2023-W19
2023-05-12,S001,P0019,26,90.96,10,0,33,2023,5,19,2023-W19
2023-05-12,S001,P0020,51,104.85,10,1,68,2023,5,19,2023-W19
2023-05-12,S002,P0001,73,63.74,20,1,93,2023,5,19,2023-W19
2023-05-12,S002,P0002,16,26.2,0,0,21,2023,5,19,2023-W19
2023-05-12,S002,P0003,51,76.52,5,0,81,2023,5,19,2023-W19
2023-05-12,S002,P0004,75,37.43,10,0,94,2023,5,19,2023-W19
2023-05-12,S002,P0005,45,72.88,10,0,44,2023,5,19,2023-W19
2023-05-12,S002,P0006,150,66.73,10,1,134,2023,5,19,2023-W19
2023-05-12,S002,P0007,57,22.03,15,1,54,2023,5,19,2023-W19
2023-05-12,S002,P0008,72,21.38,15,1,76,2023,5,19,2023-W19
2023-05-12,S002,P0009,62,65.07,0,0,95,2023,5,19,2023-W19
2023-05-12,S002,P0010,51,74.98,5,0,51,2023,5,19,2023-W19
2023-05-12,S002,P0011,80,81.83,5,0,69,2023,5,19,2023-W19
2023-05-12,S002,P0012,34,56.34,0,0,28,2023,5,19,2023-W19
2023-05-12,S002,P0013,42,19.76,5,0,65,2023,5,19,2023-W19
2023-05-12,S002,P0014,38,95.04,5,0,36,2023,5,19,2023-W19
2023-05-12,S002,P0015,79,63.12,15,1,104,2023,5,19,2023-W19
2023-05-12,S002,P0016,85,92.7,0,0,94,2023,5,19,2023-W19
